"SYMBOL","GENENAME","ENTREZID","iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC","IR","switchConsequencesGene"
"Ktn1","kinectin 1","16709","isoComp_00042212","geneComp_00016314","ENSMUST00000188049.2","Ktn1","sgC9","sgNTC","protein_coding","retained_intron",15.9135316038614,19.8276610209168,11.9994021868061,1.80827498004824,0.757800429191703,-0.724077596108075,NA,1.46764884483115,2.54152841571037,0.393769273951934,0.0515119109216599,0.235553761373654,-2.65975867503017,NA,0.08255,0.130733333333333,0.0343666666666667,-0.0963666666666666,0.217416928912326,2.17163807899238e-10,FALSE,1,FALSE
"Plekhj1","pleckstrin homology domain containing, family J member 1","78670","isoComp_00056041","geneComp_00019766","ENSMUST00000219767.2","Plekhj1","sgC9","sgNTC","protein_coding","retained_intron",49.5927369220847,50.6060770031219,48.5793968410476,4.46741427500607,1.22526671634795,-0.058954171928715,NA,11.5435017850321,9.33320562263426,13.7537979474299,0.317433659224007,1.06486076049398,0.558889094748821,NA,0.2365,0.188533333333333,0.284466666666667,0.0959333333333333,0.217124181892178,1.43729034407619e-15,TRUE,1,TRUE
"Ppp1r3e","protein phosphatase 1, regulatory subunit 3E","105651","isoComp_00057347","geneComp_00020064","ENSMUST00000182700.2","Ppp1r3e","sgC9","sgNTC","protein_coding","protein_coding_CDS_not_defined",6.190943638324,5.02153488238249,7.3603523942655,0.150254029447098,0.46382343837753,0.550735034762353,NA,1.08550235756291,1.16266929909953,1.00833541602629,0.0966284538669185,0.218125164082936,-0.203583390768355,NA,0.185466666666667,0.231866666666667,0.139066666666667,-0.0928,0.359339146451029,7.87661868804342e-08,FALSE,1,TRUE
"Ggps1","geranylgeranyl diphosphate synthase 1","14593","isoComp_00027082","geneComp_00007768","ENSMUST00000170957.3","Ggps1","sgC9","sgNTC","protein_coding","protein_coding",20.0039055186292,19.8101204166224,20.1976906206361,1.48364120337741,1.90971456906356,0.0279387291662439,NA,6.42295616579079,5.48847126699251,7.35744106458907,0.168806668746126,0.304738796160587,0.422133050930647,NA,0.325183333333333,0.279166666666667,0.3712,0.0920333333333333,0.39042477989222,0.00790753543816906,FALSE,3,TRUE
"Rpp21","ribonuclease P 21 subunit","67676","isoComp_00063107","geneComp_00021417","ENSMUST00000173486.8","Rpp21","sgC9","sgNTC","protein_coding","retained_intron",38.5827116254758,37.9896245704157,39.1757986805359,4.52458261012864,5.49807178411141,0.0443457371108664,NA,7.6969659387324,6.03159955494759,9.3623323225172,0.90027771383595,0.653699766729173,0.633477546399202,NA,0.203666666666667,0.1592,0.248133333333333,0.0889333333333333,0.187957215856857,1.12344870075681e-21,TRUE,1,TRUE
"Msh5","mutS homolog 5","17687","isoComp_00047689","geneComp_00017627","ENSMUST00000165329.9","Msh5","sgC9","sgNTC","protein_coding","retained_intron",2.8709554823356,2.52889167500887,3.21301928966233,0.140406007310462,0.235403335112697,0.344213980995871,NA,0.569061510031403,0.37465903959092,0.763463980471886,0.0756928297171957,0.0221823366436908,1.00775389575185,NA,0.195566666666667,0.151833333333333,0.2393,0.0874666666666667,0.393224199936763,0.00264399643154397,FALSE,1,TRUE
"Dph2","DPH2 homolog","67728","isoComp_00019521","geneComp_00005240","ENSMUST00000126554.2","Dph2","sgC9","sgNTC","protein_coding","retained_intron",11.3513443338713,7.728122445742,14.9745662220007,0.717573480969538,0.581266907341284,0.95342185800958,NA,0.80067185838619,0.118856504627965,1.48248721214441,0.0871912592021209,0.313861166191924,3.53388129946202,NA,0.0575,0.0165,0.0985,0.082,0.112931805177527,1.23355208865072e-05,FALSE,1,TRUE
"ENSMUSG00000120369",NA,NA,"isoComp_00021979","geneComp_00006039","ENSMUST00000243577.1","ENSMUSG00000120369","sgC9","sgNTC","lncRNA","lncRNA",15.7960728968147,19.0043918851056,12.5877539085238,1.38207031362957,0.640713852049188,-0.593925265480333,NA,1.36983224246764,1.02401877155069,1.71564571338458,0.0752151244077361,0.344296002884778,0.738873923429701,NA,0.0954333333333333,0.0547333333333333,0.136133333333333,0.0814,0.05513756962205,0.0126236680724527,FALSE,1,TRUE
"Txlna","taxilin alpha","109658","isoComp_00077079","geneComp_00024779","ENSMUST00000142577.2","Txlna","sgC9","sgNTC","protein_coding","retained_intron",47.0024606127408,33.1521383300623,60.8527828954193,0.695609543331035,1.00138581448251,0.876023264931347,NA,2.59591919291808,3.5261845640897,1.66565382174647,0.3691749399759,0.469694563797317,-1.07746944607321,NA,0.06705,0.106933333333333,0.0271666666666667,-0.0797666666666667,0.00213982748535966,6.37371339426818e-06,TRUE,1,TRUE
"Eno2","enolase 2, gamma neuronal","13807","isoComp_00021536","geneComp_00005738","ENSMUST00000139763.8","Eno2","sgC9","sgNTC","protein_coding","retained_intron",15.9905386398109,21.6446866377314,10.3363906418905,0.387774387688135,0.256266589439877,-1.06555172692283,NA,0.402412121361358,7.80744309366218e-06,0.804816435279623,4.81227041033547e-06,0.804806549071592,6.34727723894248,NA,0.0389666666666667,0,0.0779333333333333,0.0779333333333333,0.811415595258523,0.000465956205050232,FALSE,1,TRUE
"H2-DMa","histocompatibility 2, class II, locus DMa","14998","isoComp_00036992","geneComp_00014885","ENSMUST00000042121.11","H2-DMa","sgC9","sgNTC","protein_coding","protein_coding",27.1863170286418,34.2318339313111,20.1408001259726,2.14079188201787,0.911615616067955,-0.764922847121109,NA,2.14778181813673,1.73589086025768,2.55967277601577,0.232528036561856,0.926933583106107,0.557621281761196,NA,0.0873833333333333,0.0503666666666667,0.1244,0.0740333333333333,0.230495801195547,1.65593857185644e-06,FALSE,1,TRUE
"Airn","antisense Igf2r RNA","104103","isoComp_00004673","geneComp_00001635","ENSMUST00000079529.9","Airn","sgC9","sgNTC","lncRNA","lncRNA",8.9904583267239,11.898799051623,6.08211760182482,0.65885776671514,0.449437639742087,-0.967012234391532,NA,0.622627174500595,0.546585844927632,0.698668504073557,0.240451860374491,0.234191715737224,0.348506713036507,NA,0.0849666666666667,0.0482333333333333,0.1217,0.0734666666666667,0.481641750927288,0.0103074170364198,FALSE,2,TRUE
"Mcam","melanoma cell adhesion molecule","84004","isoComp_00045118","geneComp_00017023","ENSMUST00000132490.2","Mcam","sgC9","sgNTC","protein_coding","retained_intron",11.2113087272346,12.8788930095974,9.54372444487172,0.945749761523419,0.593850665127048,-0.431993188728378,NA,0.414889965696337,0.0612818391248759,0.768498092267798,0.0612818391248759,0.391939496505416,3.44908703887648,NA,0.0411333333333333,0.00506666666666667,0.0772,0.0721333333333333,0.294137389687728,0.000507433575361487,FALSE,1,FALSE
"Pnkp","polynucleotide kinase 3'- phosphatase","59047","isoComp_00056381","geneComp_00019847","ENSMUST00000003044.14","Pnkp","sgC9","sgNTC","protein_coding","protein_coding",30.2993791598147,33.5602657150551,27.0384926045742,2.07816784373639,1.70611871782394,-0.311635760479006,NA,5.65669674421189,5.22709554942692,6.08629793899687,1.36210206827768,1.08659912079183,0.219166485499725,NA,0.1878,0.1521,0.2235,0.0714,0.526317981389662,0.0270986549306286,FALSE,1,FALSE
"Etl4","enhancer trap locus 4","208618","isoComp_00023458","geneComp_00006866","ENSMUST00000114606.8","Etl4","sgC9","sgNTC","protein_coding","protein_coding",7.45784268968838,6.82452430459431,8.09116107478246,0.173579108207615,0.894657366163994,0.245287765676577,NA,0.368250656379958,0.577362714857055,0.15913859790286,0.243295912386594,0.0950161527372285,-1.79604576348828,NA,0.0516666666666667,0.0854666666666667,0.0178666666666667,-0.0676,0.380520762440431,3.14131814053203e-08,FALSE,1,TRUE
"Rusc2","RUN and SH3 domain containing 2","100213","isoComp_00063883","geneComp_00021642","ENSMUST00000131668.3","Rusc2","sgC9","sgNTC","protein_coding","protein_coding",53.5012399887947,56.8336872410624,50.168792736527,2.70694297919414,3.13462952094926,-0.179922378918129,NA,10.5545193557275,9.47377990982511,11.6352588016298,1.40670138639892,0.668442618339084,0.296208614354465,NA,0.198633333333333,0.1651,0.232166666666667,0.0670666666666667,0.111055684803563,0.013125064324538,FALSE,1,TRUE
"Kctd9","potassium channel tetramerisation domain containing 9","105440","isoComp_00041328","geneComp_00016069","ENSMUST00000078053.13","Kctd9","sgC9","sgNTC","protein_coding","protein_coding",23.0627555446864,20.2990618058988,25.826449283474,1.51559817274426,1.63020249605175,0.347284218663589,NA,7.91092098319085,6.29881398698413,9.52302797939757,0.648420292028207,0.966333226113117,0.595565716620214,NA,0.342116666666667,0.309133333333333,0.3751,0.0659666666666666,0.765808595202275,0.00382541196477106,FALSE,1,TRUE
"Gm13387","predicted gene 13387","329358","isoComp_00028535","geneComp_00008719","ENSMUST00000149619.2","Gm13387","sgC9","sgNTC","lncRNA","lncRNA",2.69547005977237,2.87306025258146,2.51787986696328,0.312383862917551,0.577508199750097,-0.189673084179748,NA,0.11104589050745,0.211583316568957,0.0105084644459426,0.0930499018375921,0.0105084644459426,-3.43355788181729,NA,0.0369166666666667,0.0698,0.00403333333333333,-0.0657666666666667,0.287644990005162,0.00870698127835852,FALSE,1,TRUE
"Rin2","Ras and Rab interactor 2","74030","isoComp_00061869","geneComp_00021076","ENSMUST00000150449.2","Rin2","sgC9","sgNTC","protein_coding","nonsense_mediated_decay",27.7952824933987,21.8684164296248,33.7221485571725,0.460625376293507,1.36899816251789,0.624615894285065,NA,1.45300743699663,0.270501766110456,2.6355131078828,0.0997969598125856,0.678653871637515,3.23746580642061,NA,0.0445,0.0122,0.0768,0.0646,0.107364259089356,5.77553181287337e-18,FALSE,1,FALSE
"Tceanc2","transcription elongation factor A (SII) N-terminal and central domain containing 2","66526","isoComp_00072153","geneComp_00023608","ENSMUST00000127720.8","Tceanc2","sgC9","sgNTC","protein_coding","nonsense_mediated_decay",27.6679643106925,25.0480999614634,30.2878286599215,0.947616455562936,0.666693314557575,0.273937378474823,NA,6.54689871091837,5.04963089550343,8.0441665263333,0.172904154116906,0.632320253804241,0.670703158571673,NA,0.233866666666667,0.2017,0.266033333333333,0.0643333333333334,0.231623427222334,1.77809723881773e-34,FALSE,1,TRUE
"Tspan32","tetraspanin 32","27027","isoComp_00076456","geneComp_00024633","ENSMUST00000207449.2","Tspan32","sgC9","sgNTC","protein_coding","retained_intron",10.0188103385878,12.3290160219525,7.70860465522309,0.605375546097347,0.483503198928508,-0.676815380622047,NA,0.463772991579746,0.270474150138886,0.657071833020607,0.0260373223802287,0.0529273420678583,1.249974313899,NA,0.0534666666666667,0.0218333333333333,0.0851,0.0632666666666667,0.00179827513018762,0.00179827513018762,FALSE,1,TRUE
"Fbxl18","F-box and leucine-rich repeat protein 18","231863","isoComp_00024639","geneComp_00007172","ENSMUST00000156725.2","Fbxl18","sgC9","sgNTC","protein_coding","retained_intron",6.56452185634462,4.74134358342465,8.38770012926459,0.114130576838473,0.565998022203536,0.821658736385418,NA,0.30977451350108,0.409891643326832,0.209657383675328,0.0509748641705549,0.0316429997384819,-0.934762080244688,NA,0.0555,0.0860333333333333,0.0249666666666667,-0.0610666666666667,0.0404284454491617,3.11276670599362e-07,FALSE,1,FALSE
"Tcf25","transcription factor 25 (basic helix-loop-helix)","66855","isoComp_00072197","geneComp_00023616","ENSMUST00000211932.2","Tcf25","sgC9","sgNTC","protein_coding","protein_coding",183.263016628853,182.290136847034,184.235896410673,7.90506400146183,3.87271461818517,0.0153168431037465,NA,14.8710647928461,20.254624211765,9.4875053739271,0.243918621993132,0.577316092659231,-1.09334289390542,NA,0.0816333333333333,0.1116,0.0516666666666667,-0.0599333333333333,4.21163407386258e-06,2.31101102588487e-36,FALSE,2,FALSE
"Rb1cc1","RB1-inducible coiled-coil 1","12421","isoComp_00060613","geneComp_00020809","ENSMUST00000162795.8","Rb1cc1","sgC9","sgNTC","protein_coding","protein_coding",17.5471168751754,17.7468013999735,17.3474323503773,1.86290209013077,1.81351916152001,-0.0328181783324067,NA,2.00868923211987,2.53685762841826,1.48052083582148,0.925628497766031,0.620678248431797,-0.77290177120417,NA,0.111283333333333,0.141033333333333,0.0815333333333333,-0.0595,0.739822263987236,0.00431145841163551,TRUE,1,TRUE
"Gps1","G protein pathway suppressor 1","209318","isoComp_00036204","geneComp_00014673","ENSMUST00000100134.10","Gps1","sgC9","sgNTC","protein_coding","protein_coding",129.939729107834,120.322932058074,139.556526157594,4.39468850344367,1.98442595943229,0.213921439487873,NA,19.3312418307109,14.0651692965949,24.597314364827,0.651694235707189,0.976504359714756,0.805934935875421,NA,0.14685,0.117333333333333,0.176366666666667,0.0590333333333333,0.00951866570532364,3.52874524089663e-07,FALSE,1,FALSE
"4933431E20Rik","RIKEN cDNA 4933431E20 gene","329735","isoComp_00001885","geneComp_00000803","ENSMUST00000241799.1","4933431E20Rik","sgC9","sgNTC","lncRNA","lncRNA",9.37359592627448,10.6708548475313,8.07633700501767,0.191758364824278,0.71179726582765,-0.401468882935612,NA,0.365444031209489,0.157280905400763,0.573607157018215,0.151107615004412,0.00185428397659517,1.80272480014927,NA,0.0432,0.0142666666666667,0.0721333333333333,0.0578666666666667,0.19660403321553,1.0241249955709e-08,FALSE,2,FALSE
"Rbm5","RNA binding motif protein 5","83486","isoComp_00060888","geneComp_00020860","ENSMUST00000183307.8","Rbm5","sgC9","sgNTC","protein_coding","retained_intron",23.2300064676967,22.9522882737261,23.5077246616673,1.91806100349613,0.519528194948192,0.034482067403025,NA,3.96177078884967,4.56413187695621,3.35940970074313,0.27118352518563,0.33818476168871,-0.441002098237,NA,0.1711,0.1996,0.1426,-0.057,0.242064196516121,9.08609668311059e-06,FALSE,2,TRUE
"Atad3a","ATPase family, AAA domain containing 3A","108888","isoComp_00007544","geneComp_00002273","ENSMUST00000177066.2","Atad3a","sgC9","sgNTC","protein_coding","retained_intron",33.6160955093845,31.5407525582147,35.6914384605543,2.1818565588661,0.312357272125553,0.17830778639065,NA,2.13380505997082,2.93444706791938,1.33316305202226,0.436563766139486,0.310067350680693,-1.13236228853801,NA,0.0658333333333333,0.0942,0.0374666666666667,-0.0567333333333333,0.10319114814367,0.00467024134167,TRUE,1,TRUE
"Abtb1","ankyrin repeat and BTB domain containing 1","80283","isoComp_00003211","geneComp_00001277","ENSMUST00000204932.2","Abtb1","sgC9","sgNTC","protein_coding","nonsense_mediated_decay",22.4056995273349,23.510444624071,21.3009544305988,1.62823076741047,0.67079566754387,-0.142320125760333,NA,0.577817538690029,6.64733304141703e-06,1.15562843004702,4.09721285831099e-06,0.703758672782448,6.86400547166794,NA,0.0281333333333333,0,0.0562666666666667,0.0562666666666667,0.364995562140026,3.7372869432893e-10,TRUE,1,TRUE
"C8g","complement component 8, gamma polypeptide","69379","isoComp_00010434","geneComp_00003026","ENSMUST00000149062.8","C8g","sgC9","sgNTC","protein_coding","protein_coding_CDS_not_defined",5.04482888860063,6.23846790605605,3.85118987114521,0.577174765593946,0.506987368532039,-0.694456991845751,NA,0.140827998647678,0.0397258008305633,0.241930196464793,0.0397258008305633,0.124845385301915,2.34095754364001,NA,0.03315,0.00543333333333333,0.0608666666666667,0.0554333333333333,0.308566879892728,4.5673610293716e-05,FALSE,1,TRUE
"Hnrnpl","heterogeneous nuclear ribonucleoprotein L","15388","isoComp_00038273","geneComp_00015242","ENSMUST00000174477.8","Hnrnpl","sgC9","sgNTC","protein_coding","protein_coding",249.946801390199,199.694524901797,300.199077878601,8.34594079001281,37.650089996642,0.58810058087053,NA,37.5938394148276,24.1937391984941,50.9939396311612,0.919463737006475,3.11543273923463,1.07537874315127,NA,0.149066666666667,0.1217,0.176433333333333,0.0547333333333333,0.0142200891203428,2.8723920455916e-06,FALSE,1,TRUE
"Ankzf1","ankyrin repeat and zinc finger domain containing 1","52231","isoComp_00005762","geneComp_00001884","ENSMUST00000131788.9","Ankzf1","sgC9","sgNTC","protein_coding","retained_intron",15.9320511872746,18.050071215674,13.8140311588753,0.503055317782764,0.429008379959954,-0.385625207359949,NA,0.803796887613357,1.33931951677758,0.268274258449131,0.287941309944445,0.136438642654769,-2.27765265216325,NA,0.0461333333333333,0.0734,0.0188666666666667,-0.0545333333333333,0.338221962554419,0.0171095624513036,TRUE,3,TRUE
"Nadk","NAD kinase","192185","isoComp_00048853","geneComp_00017901","ENSMUST00000147062.2","Nadk","sgC9","sgNTC","protein_coding","protein_coding_CDS_not_defined",118.508920661044,105.288026027081,131.729815295007,6.46600351084659,5.3497215551243,0.323213041429505,NA,14.9411895202694,16.3276070676899,13.5547719728488,2.34894067582873,0.315431359508148,-0.268331894916046,NA,0.128266666666667,0.153466666666667,0.103066666666667,-0.0504,0.0983413507892404,3.10304183485495e-05,NA,1,FALSE
"Nudt16l1","nudix hydrolase 16 like 1","66911","isoComp_00051526","geneComp_00018505","ENSMUST00000050881.10","Nudt16l1","sgC9","sgNTC","protein_coding","protein_coding",49.1387597256554,53.8386800791144,44.4388393721965,0.727105797737255,2.1277611793071,-0.276765233790707,NA,5.0278130942284,4.30666645398705,5.74895973446976,0.420990751407674,0.417139546593551,0.41589061402789,NA,0.104566666666667,0.0799,0.129233333333333,0.0493333333333333,0.0772588086697886,0.000213953597738535,FALSE,1,TRUE
"Rpl12","ribosomal protein L12","269261","isoComp_00062735","geneComp_00021271","ENSMUST00000154340.8","Rpl12","sgC9","sgNTC","protein_coding","retained_intron",110.155446512682,136.738033803633,83.5728592217304,11.102471231933,0.649284153738982,-0.71024107308618,NA,11.6661277215092,11.9155636834638,11.4166917595547,1.05376814631063,1.2563644323611,-0.0616496825732559,NA,0.112666666666667,0.0885,0.136833333333333,0.0483333333333333,0.2909214878761,1.54996876574122e-12,FALSE,3,TRUE
"Rassf7","Ras association (RalGDS/AF-6) domain family (N-terminal) member 7","66985","isoComp_00060583","geneComp_00020801","ENSMUST00000209500.2","Rassf7","sgC9","sgNTC","protein_coding","protein_coding",29.8160392868127,28.8383455136448,30.7937330599806,2.25185541577613,2.70863953128806,0.0946166186510275,NA,1.05171189213486,0.31220143594016,1.79122234832957,0.0608996929867089,0.300321858331169,2.4829414541091,NA,0.0344833333333333,0.0106666666666667,0.0583,0.0476333333333333,0.000182715869797009,0.000182715869797009,FALSE,1,TRUE
"Cyp2d22","cytochrome P450, family 2, subfamily d, polypeptide 22","56448","isoComp_00016979","geneComp_00004643","ENSMUST00000230663.2","Cyp2d22","sgC9","sgNTC","protein_coding","retained_intron",18.257905839809,24.8288641703149,11.6869475093032,2.71923718462728,2.44889290785853,-1.08646711720765,NA,1.75292318328492,2.06468261177599,1.44116375479385,0.174870795849812,0.077914381004143,-0.515680319829939,NA,0.1078,0.0842666666666667,0.131333333333333,0.0470666666666667,0.290610016158345,0.000358363346101596,FALSE,2,TRUE
"Prx","periaxin","19153","isoComp_00058418","geneComp_00020345","ENSMUST00000108355.2","Prx","sgC9","sgNTC","protein_coding","protein_coding",3.21187855171209,2.38383562626468,4.0399214771595,0.108237759462097,0.0786813910550673,0.758569843824052,NA,0.311594460227816,0.297886501744483,0.325302418711149,0.0251644827388807,0.0842611087558019,0.123064271457851,NA,0.102366666666667,0.1249,0.0798333333333333,-0.0450666666666667,0.830789017685602,0.0348102280762727,FALSE,1,FALSE
"Cbln1","cerebellin 1 precursor protein","12404","isoComp_00011285","geneComp_00003227","ENSMUST00000034076.16","Cbln1","sgC9","sgNTC","protein_coding","protein_coding",12.731848935442,13.6165404591602,11.8471574117237,1.02595832883302,0.817823391528048,-0.200661148233302,NA,2.3938842672157,2.82495305719816,1.96281547723323,0.299559851793522,0.19277384262509,-0.523068823178606,NA,0.189466666666667,0.211366666666667,0.167566666666667,-0.0438,0.746208709707537,3.26549175435408e-05,FALSE,1,TRUE
"Tbc1d10c","TBC1 domain family, member 10c","108995","isoComp_00071835","geneComp_00023531","ENSMUST00000236719.2","Tbc1d10c","sgC9","sgNTC","protein_coding","retained_intron",2.10673030928757,1.76001916207255,2.45344145650259,0.12209817155404,0.110147946149163,0.47691020763734,NA,0.0551806234502105,0.0849937952329121,0.025367451667509,0.0578096286398751,0.0199693409647992,-1.42541101092098,NA,0.03205,0.0536666666666667,0.0104333333333333,-0.0432333333333333,0.657724389608627,6.83107211742956e-08,FALSE,1,TRUE
"Ypel3","yippee like 3","66090","isoComp_00080521","geneComp_00025612","ENSMUST00000150760.2","Ypel3","sgC9","sgNTC","protein_coding","protein_coding_CDS_not_defined",90.3213292813339,118.43282993726,62.2098286254075,2.9857266164615,3.89603266076051,-0.928744539825037,NA,1.46722579696401,0.189492290433739,2.74495930349429,0.107669814011089,0.231887887688541,3.78762610899586,NA,0.0228333333333333,0.00156666666666667,0.0441,0.0425333333333333,1.27331523734135e-15,1.27331523734135e-15,FALSE,1,TRUE
"Zfr2","zinc finger RNA binding protein 2","103406","isoComp_00082653","geneComp_00026156","ENSMUST00000128182.8","Zfr2","sgC9","sgNTC","protein_coding","retained_intron",7.41633635762985,11.761428506782,3.07124420847768,0.514120953581814,0.532014539939906,-1.93370447251909,NA,0.292313419749777,0.365121843014436,0.219504996485118,0.0496782148132461,0.0528838731712035,-0.708833709840266,NA,0.0516166666666667,0.0308,0.0724333333333333,0.0416333333333333,0.242607432629517,4.16431185791712e-10,FALSE,1,FALSE
"2900052L18Rik","RIKEN cDNA 2900052L18 gene","102640779","isoComp_00001175","geneComp_00000439","ENSMUST00000244839.1","2900052L18Rik","sgC9","sgNTC","lncRNA","lncRNA",2.95200583985889,3.18171214167443,2.72229953804335,0.248823876248827,0.481234009805038,-0.224214888885597,NA,0.204437708237504,0.292288420468326,0.116586996006682,0.0970989918421233,0.0663517874516893,-1.25579650819913,NA,0.0762166666666667,0.0968666666666667,0.0555666666666667,-0.0413,0.90868264084362,0.0157821900322154,FALSE,1,FALSE
"1700112D23Rik","RIKEN cDNA 1700112D23 gene","73611","isoComp_00000544","geneComp_00000235","ENSMUST00000240972.1","1700112D23Rik","sgC9","sgNTC","lncRNA","lncRNA",2.12887750078212,2.96596573912287,1.29178926244137,0.361502776975483,0.471344892199131,-1.19286199788455,NA,0.0808812198057853,0.147854252852973,0.0139081867585972,0.0575146131548591,0.0139081867585972,-2.72301650711685,NA,0.03485,0.0553333333333333,0.0143666666666667,-0.0409666666666667,0.742356587218578,0.0157636294670141,FALSE,1,TRUE
"Pradc1","protease-associated domain containing 1","73327","isoComp_00057631","geneComp_00020110","ENSMUST00000139875.8","Pradc1","sgC9","sgNTC","protein_coding","protein_coding_CDS_not_defined",16.8404988514305,14.1052731082341,19.5757245946269,0.287879508551064,1.28345875145962,0.472545460379766,NA,0.479372828196667,0.0718245787784508,0.886921077614882,0.066524618847946,0.108600899837368,3.45437486868559,NA,0.0251833333333333,0.00526666666666667,0.0451,0.0398333333333333,0.012249877866368,0.0099414348337241,FALSE,1,TRUE
"Aifm2","apoptosis-inducing factor, mitochondrion-associated 2","71361","isoComp_00004631","geneComp_00001626","ENSMUST00000099706.9","Aifm2","sgC9","sgNTC","protein_coding","protein_coding",38.3841697325105,47.5503010567779,29.2180384082431,2.39415673905952,0.401510297954888,-0.702404839087729,NA,11.3180116461027,13.2965104733803,9.33951281882504,0.710122714402775,0.360933826026875,-0.509169188921963,NA,0.299983333333333,0.280566666666667,0.3194,0.0388333333333333,0.410909364338681,0.00249162478675149,FALSE,1,TRUE
"Taf11","TATA-box binding protein associated factor 11","68776","isoComp_00071465","geneComp_00023451","ENSMUST00000114848.8","Taf11","sgC9","sgNTC","protein_coding","protein_coding",34.7462998440287,31.8327643352193,37.6598353528381,2.3380540576798,1.44592675113474,0.242444142960797,NA,4.27281659722952,4.54991094164393,3.9957222528151,0.20174880933807,0.234162965948173,-0.186943256187935,NA,0.125866666666667,0.1452,0.106533333333333,-0.0386666666666667,0.589063600197771,9.30326425700823e-05,FALSE,1,TRUE
"Sirt5","sirtuin 5","68346","isoComp_00066333","geneComp_00022221","ENSMUST00000222106.2","Sirt5","sgC9","sgNTC","protein_coding","protein_coding",7.85853501319553,8.97633849531445,6.74073153107662,0.394501547652958,0.326655052594028,-0.412689560257342,NA,0.650929560895727,0.604556349408904,0.697302772382549,0.0542364649906861,0.00569985111143285,0.202782617078616,NA,0.0855333333333333,0.0671,0.103966666666667,0.0368666666666667,0.484796394858627,0.000372686643623529,FALSE,2,TRUE
"4930556M19Rik","RIKEN cDNA 4930556M19 gene","75259","isoComp_00001636","geneComp_00000676","ENSMUST00000181739.3","4930556M19Rik","sgC9","sgNTC","lncRNA","retained_intron",6.49801804064654,6.10703187347208,6.889004207821,0.32506578584913,0.471564306137331,0.173556347007524,NA,0.740326023032825,0.589332143441289,0.89131990262436,0.126723539572671,0.187843041491395,0.588683497374193,NA,0.115566666666667,0.0972333333333333,0.1339,0.0366666666666667,0.766071060655862,0.000409974304742849,TRUE,1,FALSE
"Thyn1","thymocyte nuclear protein 1","77862","isoComp_00073138","geneComp_00023834","ENSMUST00000213683.2","Thyn1","sgC9","sgNTC","protein_coding","protein_coding",48.7383218291977,42.6064327294736,54.8702109289218,1.37902019156857,4.05192381054433,0.364876191149939,NA,4.82425468713864,3.36261731768625,6.28589205659103,1.36995698670325,0.788385487840333,0.900542177269458,NA,0.0954166666666667,0.0771333333333333,0.1137,0.0365666666666667,0.615833028523602,0.0187228647814293,FALSE,1,TRUE
"Acd","adrenocortical dysplasia","497652","isoComp_00003389","geneComp_00001307","ENSMUST00000212687.2","Acd","sgC9","sgNTC","protein_coding","retained_intron",53.4953264112788,48.1790625047671,58.8115903177905,1.18006052541123,1.70839948952967,0.287640055472263,NA,4.27766045302387,2.89849516623715,5.65682573981059,0.869567983103306,0.0251784900551095,0.962267932422132,NA,0.0781833333333333,0.0600333333333333,0.0963333333333333,0.0363,0.464251201098234,0.0145635424827526,FALSE,1,TRUE
"Aebp2","AE binding protein 2","11569","isoComp_00004233","geneComp_00001536","ENSMUST00000087614.11","Aebp2","sgC9","sgNTC","protein_coding","protein_coding",31.3791610914413,27.6144811998025,35.1438409830801,0.451334623983091,1.12950918645117,0.347734959528218,NA,12.7710417025328,10.6890218493799,14.8530615556857,0.334046612822728,0.420252452298131,0.474252413589404,NA,0.40585,0.3877,0.424,0.0363,0.722885604790492,1.88856340301735e-06,FALSE,1,FALSE
"Haghl","hydroxyacylglutathione hydrolase-like","68977","isoComp_00037239","geneComp_00015000","ENSMUST00000129917.8","Haghl","sgC9","sgNTC","protein_coding","retained_intron",32.2316756065164,38.4270055870985,26.0363456259342,1.78119998888376,0.836954088146879,-0.56141497554637,NA,0.829031081723379,0.439330276397228,1.21873188704953,0.105374982958447,0.190527596976452,1.45132196898311,NA,0.0293666666666667,0.0114,0.0473333333333333,0.0359333333333333,0.011366465831579,0.011366465831579,FALSE,3,TRUE
"Srsf5","serine and arginine-rich splicing factor 5","20384","isoComp_00069940","geneComp_00023121","ENSMUST00000153056.8","Srsf5","sgC9","sgNTC","protein_coding","retained_intron",175.271310905181,157.27407795663,193.268543853732,2.11933352906586,1.50131047995161,0.297308858148262,NA,8.4447642873855,10.682516539709,6.20701203506198,1.00507224139953,0.308598794481808,-0.782308162048193,NA,0.05,0.0678333333333333,0.0321666666666667,-0.0356666666666667,0.000144596976061336,3.62335650445369e-06,FALSE,2,FALSE
